drug_name,medical_condition,medical_condition_description,rating,store_latitude,store_longitude,availability,price,store_name,criteria
Glimepiride,Diabetes Type 2,A sulfonylurea drug that helps the pancreas produce more insulin.,4.1,12.9260174804538,77.51873873639585,True,71.72,MedPlus Rajarajeshwari Nagar,Alternate
Bisoprolol,Hypertension,A beta-blocker that affects the heart and circulation.,3.9,12.9260174804538,77.51873873639585,True,79.32,MedPlus Rajarajeshwari Nagar,Alternate
Tacrolimus,Organ Transplant,An immunosuppressive drug used to prevent organ rejection after a transplant.,4.5,12.9260174804538,77.51873873639585,True,851.96,MedPlus Rajarajeshwari Nagar,Rare
Colchicine,Gout,Used to treat and prevent gout attacks.,4.5,12.9260174804538,77.51873873639585,True,140.5,MedPlus Rajarajeshwari Nagar,Rare
Phenytoin,Epilepsy,An anti-epileptic drug used to control seizures.,3.9,12.9260174804538,77.51873873639585,True,57.73,MedPlus Rajarajeshwari Nagar,Rare
Isotretinoin,Severe Acne,A powerful vitamin A derivative used to treat severe cystic acne.,4.0,12.9260174804538,77.51873873639585,False,298.79,MedPlus Rajarajeshwari Nagar,Rare
Allopurinol,Gout,"Reduces the production of uric acid in the body, preventing gout.",4.8,12.9260174804538,77.51873873639585,False,37.5,MedPlus Rajarajeshwari Nagar,Rare
Methotrexate,Rheumatoid Arthritis,An immunosuppressant used for rheumatoid arthritis and some cancers.,4.5,12.9260174804538,77.51873873639585,True,151.21,MedPlus Rajarajeshwari Nagar,Rare
Sofosbuvir,Hepatitis C,An antiviral medication used to treat Hepatitis C.,4.3,12.9260174804538,77.51873873639585,True,8001.68,MedPlus Rajarajeshwari Nagar,Rare
Enoxaparin,DVT Prevention,An anticoagulant (LMWH) injection used to prevent deep vein thrombosis.,3.9,12.9260174804538,77.51873873639585,False,452.58,MedPlus Rajarajeshwari Nagar,Rare
Rituximab,Autoimmune Disease / Cancer,A monoclonal antibody used to treat certain autoimmune diseases and cancers.,4.1,12.9260174804538,77.51873873639585,True,39999.43,MedPlus Rajarajeshwari Nagar,Rare
Ondansetron,Nausea / Vomiting,An antiemetic used to prevent nausea and vomiting caused by chemotherapy or surgery.,3.9,12.9260174804538,77.51873873639585,True,49.29,MedPlus Rajarajeshwari Nagar,Rare
Carbamazepine,Epilepsy / Nerve Pain,"An anticonvulsant used to treat epilepsy, bipolar disorder, and neuropathic pain.",4.7,12.9260174804538,77.51873873639585,False,75.59,MedPlus Rajarajeshwari Nagar,Rare
Latanoprost,Glaucoma,Eye drops used to control the progression of glaucoma by reducing intraocular pressure.,4.5,12.9260174804538,77.51873873639585,True,347.49,MedPlus Rajarajeshwari Nagar,Rare
Mycophenolate,Organ Transplant,An immunosuppressant used to prevent organ rejection.,5.0,12.9260174804538,77.51873873639585,True,952.5,MedPlus Rajarajeshwari Nagar,Rare
Adalimumab,Rheumatoid Arthritis,A biologic drug (TNF inhibitor) used for autoimmune conditions.,4.8,12.9260174804538,77.51873873639585,True,14998.45,MedPlus Rajarajeshwari Nagar,Rare
Acyclovir,Viral Infection (Herpes),"An antiviral medication used to treat herpes simplex, chickenpox, and shingles.",4.4,12.9260174804538,77.51873873639585,True,118.68,MedPlus Rajarajeshwari Nagar,Rare
Augmentin,Bacterial Infection,A combination antibiotic used to treat a wide variety of bacterial infections.,4.9,12.916062252168636,77.51315974188867,True,226.16,"MedPLus RR Nagar, Kenchenahalli Road",Common
Pan D,Acidity / GERD,"A proton pump inhibitor and prokinetic agent, used to treat gastroesophageal reflux disease (GERD).",4.1,12.916062252168636,77.51315974188867,True,199.66,"MedPLus RR Nagar, Kenchenahalli Road",Common
Diclofenac,Pain / Inflammation,A nonsteroidal anti-inflammatory drug (NSAID) used to treat pain and inflammatory conditions.,4.6,12.916062252168636,77.51315974188867,True,87.14,"MedPLus RR Nagar, Kenchenahalli Road",Common
Omeprozole,Acidity / GERD,A proton pump inhibitor (PPI) that reduces the amount of acid produced in the stomach.,4.2,12.916062252168636,77.51315974188867,True,53.31,"MedPLus RR Nagar, Kenchenahalli Road",Common
Betaloc,Hypertension,A beta-blocker used to treat high blood pressure (hypertension) and angina.,4.6,12.916062252168636,77.51315974188867,True,91.35,"MedPLus RR Nagar, Kenchenahalli Road",Common
Enzoflam,Pain / Swelling,A combination drug with enzymes and NSAIDs to relieve swelling (edema) and pain.,4.2,12.916062252168636,77.51315974188867,True,131.23,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Hexigel gum paint,Gum Infection,"An antiseptic gel (chlorhexidine) to treat gingivitis, mouth ulcers, and oral infections.",4.3,12.916062252168636,77.51315974188867,True,96.76,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Ultrafen-plus,Pain / Fever,"A combination painkiller, often containing an NSAID and paracetamol, for moderate pain.",4.3,12.916062252168636,77.51315974188867,False,72.78,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Relentus,Cough / Cold,"A cough syrup or tablet formulation for relieving cough, cold, and allergy symptoms.",4.7,12.916062252168636,77.51315974188867,True,111.17,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Progen,Nutritional Supplement,Often a brand name for progesterone or a protein supplement.,4.2,12.916062252168636,77.51315974188867,False,249.49,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Ultracal-D,Calcium Deficiency,"A supplement containing Calcium and Vitamin D3, used to treat or prevent bone loss.",4.0,12.916062252168636,77.51315974188867,True,181.65,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Cartilix,Joint Health,"A supplement, often containing glucosamine, aimed at supporting cartilage and joint health.",4.1,12.916062252168636,77.51315974188867,True,447.48,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Dorzolamidum,Glaucoma,A carbonic anhydrase inhibitor used as eye drops to lower pressure inside the eye.,4.5,12.916062252168636,77.51315974188867,True,312.68,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Cimetidine,Acidity / Ulcer,An H2 receptor blocker that reduces stomach acid. Less common now.,4.0,12.916062252168636,77.51315974188867,True,25.73,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Oxprelol,Hypertension,"A non-selective beta blocker, less commonly used now, for hypertension.",4.3,12.916062252168636,77.51315974188867,True,120.23,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Paracetamol,Fever / Pain,Commonly used to treat fever and mild to moderate pain.,4.7,12.916062252168636,77.51315974188867,True,28.74,"MedPLus RR Nagar, Kenchenahalli Road",Common
Atorvastatin,High Cholesterol,A statin used to lower cholesterol and triglycerides.,4.6,12.916062252168636,77.51315974188867,True,148.5,"MedPLus RR Nagar, Kenchenahalli Road",Common
Metformin,Diabetes Type 2,An oral medication that helps control blood sugar levels.,3.9,12.916062252168636,77.51315974188867,True,44.57,"MedPLus RR Nagar, Kenchenahalli Road",Common
Amlodipine,Hypertension,A calcium channel blocker used to treat high blood pressure.,4.2,12.916062252168636,77.51315974188867,True,58.68,"MedPLus RR Nagar, Kenchenahalli Road",Common
Cetirizine,Allergy,An antihistamine used to relieve allergy symptoms.,4.6,12.916062252168636,77.51315974188867,True,33.64,"MedPLus RR Nagar, Kenchenahalli Road",Common
Azithromycin,Bacterial Infection,An antibiotic used to treat a variety of bacterial infections.,5.0,12.916062252168636,77.51315974188867,True,114.25,"MedPLus RR Nagar, Kenchenahalli Road",Common
Montelukast,Asthma / Allergy,Used to prevent wheezing and difficulty breathing caused by asthma.,4.6,12.916062252168636,77.51315974188867,True,177.76,"MedPLus RR Nagar, Kenchenahalli Road",Common
Losartan,Hypertension,An ARB used to treat high blood pressure.,4.8,12.916062252168636,77.51315974188867,True,91.1,"MedPLus RR Nagar, Kenchenahalli Road",Common
Sertraline,Depression / Anxiety,An SSRI antidepressant used to treat depression and anxiety disorders.,4.5,12.916062252168636,77.51315974188867,True,111.86,"MedPLus RR Nagar, Kenchenahalli Road",Common
Esomeprazole,Acidity / GERD,A proton pump inhibitor (PPI) that reduces stomach acid.,4.3,12.916062252168636,77.51315974188867,True,72.68,"MedPLus RR Nagar, Kenchenahalli Road",Common
Clopidogrel,Blood Clot Prevention,An antiplatelet medicine used to prevent blood clots.,3.9,12.916062252168636,77.51315974188867,False,106.56,"MedPLus RR Nagar, Kenchenahalli Road",Common
Levocetirizine,Allergy,"A newer antihistamine, considered non-drowsy.",4.8,12.916062252168636,77.51315974188867,True,51.14,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Domperidone,Nausea / Vomiting,A prokinetic agent used to treat nausea and vomiting.,4.8,12.916062252168636,77.51315974188867,True,39.7,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Ibuprofen,Pain / Inflammation,"A common NSAID used for pain relief, fever, and inflammation.",4.7,12.916062252168636,77.51315974188867,True,18.76,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Pregabalin,Neuropathic Pain,"Used to treat epilepsy, anxiety, and neuropathic (nerve) pain.",4.3,12.916062252168636,77.51315974188867,True,209.9,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Tamsulosin,Benign Prostatic Hyperplasia,An alpha-blocker used by men to treat the symptoms of an enlarged prostate (BPH).,4.0,12.916062252168636,77.51315974188867,True,237.07,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Fexofenadine,Allergy,A non-drowsy antihistamine for seasonal allergies.,4.8,12.916062252168636,77.51315974188867,True,88.39,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Glimepiride,Diabetes Type 2,A sulfonylurea drug that helps the pancreas produce more insulin.,4.6,12.916062252168636,77.51315974188867,True,68.53,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Bisoprolol,Hypertension,A beta-blocker that affects the heart and circulation.,3.9,12.916062252168636,77.51315974188867,True,82.85,"MedPLus RR Nagar, Kenchenahalli Road",Alternate
Tacrolimus,Organ Transplant,An immunosuppressive drug used to prevent organ rejection after a transplant.,4.5,12.916062252168636,77.51315974188867,True,849.23,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Colchicine,Gout,Used to treat and prevent gout attacks.,4.8,12.916062252168636,77.51315974188867,True,137.05,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Phenytoin,Epilepsy,An anti-epileptic drug used to control seizures.,4.9,12.916062252168636,77.51315974188867,True,59.7,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Isotretinoin,Severe Acne,A powerful vitamin A derivative used to treat severe cystic acne.,4.1,12.916062252168636,77.51315974188867,True,299.39,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Allopurinol,Gout,"Reduces the production of uric acid in the body, preventing gout.",4.5,12.916062252168636,77.51315974188867,True,38.87,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Methotrexate,Rheumatoid Arthritis,An immunosuppressant used for rheumatoid arthritis and some cancers.,4.3,12.916062252168636,77.51315974188867,False,148.23,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Sofosbuvir,Hepatitis C,An antiviral medication used to treat Hepatitis C.,4.5,12.916062252168636,77.51315974188867,True,7997.47,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Enoxaparin,DVT Prevention,An anticoagulant (LMWH) injection used to prevent deep vein thrombosis.,4.7,12.916062252168636,77.51315974188867,True,452.02,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Rituximab,Autoimmune Disease / Cancer,A monoclonal antibody used to treat certain autoimmune diseases and cancers.,4.4,12.916062252168636,77.51315974188867,False,39999.62,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Ondansetron,Nausea / Vomiting,An antiemetic used to prevent nausea and vomiting caused by chemotherapy or surgery.,4.7,12.916062252168636,77.51315974188867,True,49.96,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Carbamazepine,Epilepsy / Nerve Pain,"An anticonvulsant used to treat epilepsy, bipolar disorder, and neuropathic pain.",4.7,12.916062252168636,77.51315974188867,True,75.97,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Latanoprost,Glaucoma,Eye drops used to control the progression of glaucoma by reducing intraocular pressure.,4.4,12.916062252168636,77.51315974188867,True,349.36,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Mycophenolate,Organ Transplant,An immunosuppressant used to prevent organ rejection.,4.1,12.916062252168636,77.51315974188867,True,948.3,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Adalimumab,Rheumatoid Arthritis,A biologic drug (TNF inhibitor) used for autoimmune conditions.,4.1,12.916062252168636,77.51315974188867,True,14999.93,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Acyclovir,Viral Infection (Herpes),"An antiviral medication used to treat herpes simplex, chickenpox, and shingles.",4.1,12.916062252168636,77.51315974188867,True,122.17,"MedPLus RR Nagar, Kenchenahalli Road",Rare
Augmentin,Bacterial Infection,A combination antibiotic used to treat a wide variety of bacterial infections.,4.4,12.912046585611204,77.52105616488345,True,226.02,"MedPlus RR Nagar, 60 Feet Road",Common
Pan D,Acidity / GERD,"A proton pump inhibitor and prokinetic agent, used to treat gastroesophageal reflux disease (GERD).",4.7,12.912046585611204,77.52105616488345,True,196.05,"MedPlus RR Nagar, 60 Feet Road",Common
Diclofenac,Pain / Inflammation,A nonsteroidal anti-inflammatory drug (NSAID) used to treat pain and inflammatory conditions.,4.7,12.912046585611204,77.52105616488345,True,83.54,"MedPlus RR Nagar, 60 Feet Road",Common
Omeprozole,Acidity / GERD,A proton pump inhibitor (PPI) that reduces the amount of acid produced in the stomach.,4.2,12.912046585611204,77.52105616488345,True,52.8,"MedPlus RR Nagar, 60 Feet Road",Common
Betaloc,Hypertension,A beta-blocker used to treat high blood pressure (hypertension) and angina.,5.0,12.912046585611204,77.52105616488345,True,91.26,"MedPlus RR Nagar, 60 Feet Road",Common
Enzoflam,Pain / Swelling,A combination drug with enzymes and NSAIDs to relieve swelling (edema) and pain.,4.7,12.912046585611204,77.52105616488345,True,128.02,"MedPlus RR Nagar, 60 Feet Road",Alternate
Hexigel gum paint,Gum Infection,"An antiseptic gel (chlorhexidine) to treat gingivitis, mouth ulcers, and oral infections.",4.1,12.912046585611204,77.52105616488345,True,95.5,"MedPlus RR Nagar, 60 Feet Road",Alternate
Ultrafen-plus,Pain / Fever,"A combination painkiller, often containing an NSAID and paracetamol, for moderate pain.",5.0,12.912046585611204,77.52105616488345,True,67.67,"MedPlus RR Nagar, 60 Feet Road",Alternate
Relentus,Cough / Cold,"A cough syrup or tablet formulation for relieving cough, cold, and allergy symptoms.",4.4,12.912046585611204,77.52105616488345,True,109.67,"MedPlus RR Nagar, 60 Feet Road",Alternate
Progen,Nutritional Supplement,Often a brand name for progesterone or a protein supplement.,4.5,12.912046585611204,77.52105616488345,True,248.53,"MedPlus RR Nagar, 60 Feet Road",Alternate
Ultracal-D,Calcium Deficiency,"A supplement containing Calcium and Vitamin D3, used to treat or prevent bone loss.",4.8,12.912046585611204,77.52105616488345,True,180.14,"MedPlus RR Nagar, 60 Feet Road",Alternate
Cartilix,Joint Health,"A supplement, often containing glucosamine, aimed at supporting cartilage and joint health.",4.1,12.912046585611204,77.52105616488345,True,451.44,"MedPlus RR Nagar, 60 Feet Road",Alternate
Dorzolamidum,Glaucoma,A carbonic anhydrase inhibitor used as eye drops to lower pressure inside the eye.,3.9,12.912046585611204,77.52105616488345,True,307.33,"MedPlus RR Nagar, 60 Feet Road",Rare
Cimetidine,Acidity / Ulcer,An H2 receptor blocker that reduces stomach acid. Less common now.,4.3,12.912046585611204,77.52105616488345,True,25.24,"MedPlus RR Nagar, 60 Feet Road",Rare
Oxprelol,Hypertension,"A non-selective beta blocker, less commonly used now, for hypertension.",4.2,12.912046585611204,77.52105616488345,True,121.67,"MedPlus RR Nagar, 60 Feet Road",Rare
Paracetamol,Fever / Pain,Commonly used to treat fever and mild to moderate pain.,4.6,12.912046585611204,77.52105616488345,True,29.54,"MedPlus RR Nagar, 60 Feet Road",Common
Atorvastatin,High Cholesterol,A statin used to lower cholesterol and triglycerides.,4.2,12.912046585611204,77.52105616488345,True,151.9,"MedPlus RR Nagar, 60 Feet Road",Common
Metformin,Diabetes Type 2,An oral medication that helps control blood sugar levels.,4.7,12.912046585611204,77.52105616488345,True,42.38,"MedPlus RR Nagar, 60 Feet Road",Common
Amlodipine,Hypertension,A calcium channel blocker used to treat high blood pressure.,4.7,12.912046585611204,77.52105616488345,True,60.08,"MedPlus RR Nagar, 60 Feet Road",Common
Cetirizine,Allergy,An antihistamine used to relieve allergy symptoms.,3.9,12.912046585611204,77.52105616488345,True,36.74,"MedPlus RR Nagar, 60 Feet Road",Common
Azithromycin,Bacterial Infection,An antibiotic used to treat a variety of bacterial infections.,4.8,12.912046585611204,77.52105616488345,True,113.47,"MedPlus RR Nagar, 60 Feet Road",Common
Montelukast,Asthma / Allergy,Used to prevent wheezing and difficulty breathing caused by asthma.,5.0,12.912046585611204,77.52105616488345,True,177.3,"MedPlus RR Nagar, 60 Feet Road",Common
Losartan,Hypertension,An ARB used to treat high blood pressure.,4.5,12.912046585611204,77.52105616488345,False,87.9,"MedPlus RR Nagar, 60 Feet Road",Common
Sertraline,Depression / Anxiety,An SSRI antidepressant used to treat depression and anxiety disorders.,4.6,12.912046585611204,77.52105616488345,True,112.91,"MedPlus RR Nagar, 60 Feet Road",Common
Esomeprazole,Acidity / GERD,A proton pump inhibitor (PPI) that reduces stomach acid.,4.3,12.912046585611204,77.52105616488345,True,72.94,"MedPlus RR Nagar, 60 Feet Road",Common
Clopidogrel,Blood Clot Prevention,An antiplatelet medicine used to prevent blood clots.,4.1,12.912046585611204,77.52105616488345,True,107.74,"MedPlus RR Nagar, 60 Feet Road",Common
Levocetirizine,Allergy,"A newer antihistamine, considered non-drowsy.",4.5,12.912046585611204,77.52105616488345,True,51.12,"MedPlus RR Nagar, 60 Feet Road",Alternate
Domperidone,Nausea / Vomiting,A prokinetic agent used to treat nausea and vomiting.,4.5,12.912046585611204,77.52105616488345,True,38.62,"MedPlus RR Nagar, 60 Feet Road",Alternate
Ibuprofen,Pain / Inflammation,"A common NSAID used for pain relief, fever, and inflammation.",4.3,12.912046585611204,77.52105616488345,False,20.89,"MedPlus RR Nagar, 60 Feet Road",Alternate
Pregabalin,Neuropathic Pain,"Used to treat epilepsy, anxiety, and neuropathic (nerve) pain.",4.9,12.912046585611204,77.52105616488345,True,209.56,"MedPlus RR Nagar, 60 Feet Road",Alternate
Tamsulosin,Benign Prostatic Hyperplasia,An alpha-blocker used by men to treat the symptoms of an enlarged prostate (BPH).,5.0,12.912046585611204,77.52105616488345,True,242.73,"MedPlus RR Nagar, 60 Feet Road",Alternate
Fexofenadine,Allergy,A non-drowsy antihistamine for seasonal allergies.,4.9,12.912046585611204,77.52105616488345,True,87.57,"MedPlus RR Nagar, 60 Feet Road",Alternate
Glimepiride,Diabetes Type 2,A sulfonylurea drug that helps the pancreas produce more insulin.,4.1,12.912046585611204,77.52105616488345,True,70.38,"MedPlus RR Nagar, 60 Feet Road",Alternate
Bisoprolol,Hypertension,A beta-blocker that affects the heart and circulation.,4.8,12.912046585611204,77.52105616488345,True,80.7,"MedPlus RR Nagar, 60 Feet Road",Alternate
Tacrolimus,Organ Transplant,An immunosuppressive drug used to prevent organ rejection after a transplant.,4.7,12.912046585611204,77.52105616488345,True,849.29,"MedPlus RR Nagar, 60 Feet Road",Rare
Colchicine,Gout,Used to treat and prevent gout attacks.,4.1,12.912046585611204,77.52105616488345,True,141.78,"MedPlus RR Nagar, 60 Feet Road",Rare
Phenytoin,Epilepsy,An anti-epileptic drug used to control seizures.,4.2,12.912046585611204,77.52105616488345,True,60.51,"MedPlus RR Nagar, 60 Feet Road",Rare
Isotretinoin,Severe Acne,A powerful vitamin A derivative used to treat severe cystic acne.,4.6,12.912046585611204,77.52105616488345,True,299.37,"MedPlus RR Nagar, 60 Feet Road",Rare
Allopurinol,Gout,"Reduces the production of uric acid in the body, preventing gout.",4.3,12.912046585611204,77.52105616488345,True,42.68,"MedPlus RR Nagar, 60 Feet Road",Rare
Methotrexate,Rheumatoid Arthritis,An immunosuppressant used for rheumatoid arthritis and some cancers.,4.4,12.912046585611204,77.52105616488345,True,148.43,"MedPlus RR Nagar, 60 Feet Road",Rare
Sofosbuvir,Hepatitis C,An antiviral medication used to treat Hepatitis C.,4.5,12.912046585611204,77.52105616488345,True,8000.27,"MedPlus RR Nagar, 60 Feet Road",Rare
Enoxaparin,DVT Prevention,An anticoagulant (LMWH) injection used to prevent deep vein thrombosis.,4.3,12.912046585611204,77.52105616488345,True,450.72,"MedPlus RR Nagar, 60 Feet Road",Rare
Rituximab,Autoimmune Disease / Cancer,A monoclonal antibody used to treat certain autoimmune diseases and cancers.,5.0,12.912046585611204,77.52105616488345,True,39998.43,"MedPlus RR Nagar, 60 Feet Road",Rare
Ondansetron,Nausea / Vomiting,An antiemetic used to prevent nausea and vomiting caused by chemotherapy or surgery.,3.9,12.912046585611204,77.52105616488345,True,51.94,"MedPlus RR Nagar, 60 Feet Road",Rare
Carbamazepine,Epilepsy / Nerve Pain,"An anticonvulsant used to treat epilepsy, bipolar disorder, and neuropathic pain.",4.8,12.912046585611204,77.52105616488345,True,74.01,"MedPlus RR Nagar, 60 Feet Road",Rare
Latanoprost,Glaucoma,Eye drops used to control the progression of glaucoma by reducing intraocular pressure.,4.0,12.912046585611204,77.52105616488345,True,352.01,"MedPlus RR Nagar, 60 Feet Road",Rare
Mycophenolate,Organ Transplant,An immunosuppressant used to prevent organ rejection.,4.4,12.912046585611204,77.52105616488345,True,952.83,"MedPlus RR Nagar, 60 Feet Road",Rare
Adalimumab,Rheumatoid Arthritis,A biologic drug (TNF inhibitor) used for autoimmune conditions.,4.9,12.912046585611204,77.52105616488345,True,15000.75,"MedPlus RR Nagar, 60 Feet Road",Rare
Acyclovir,Viral Infection (Herpes),"An antiviral medication used to treat herpes simplex, chickenpox, and shingles.",4.1,12.912046585611204,77.52105616488345,True,117.16,"MedPlus RR Nagar, 60 Feet Road",Rare
